,time,tempV,tempM,tempBi,tempBa,tempS,humV,humM,humBi,humBa,humS,cldV,cldM,cldBi,cldBa,cldS,wndV,wndM,wndBi,wndBa,wndS
0,2015-01-01 00:00:00+01:00,270.475,267.325,269.6573125,281.625,273.375,77,63,97,100,75,0,0,0,0,0,1,1,0,7,1
1,2015-01-01 01:00:00+01:00,270.475,267.325,269.7635,281.625,273.375,77,63,97,100,75,0,0,0,0,0,1,1,0,7,1
2,2015-01-01 02:00:00+01:00,269.686,266.186,269.2516875,281.286,274.086,78,64,97,100,71,0,0,0,0,0,0,1,1,7,3
3,2015-01-01 03:00:00+01:00,269.686,266.186,269.20334375,281.286,274.086,78,64,97,100,71,0,0,0,0,0,0,1,1,7,3
4,2015-01-01 04:00:00+01:00,269.686,266.186,269.4855,281.286,274.086,78,64,97,100,71,0,0,0,0,0,0,1,1,7,3
5,2015-01-01 05:00:00+01:00,270.29200000000003,265.442,269.327,280.467,274.592,71,64,97,100,81,0,0,0,0,0,2,0,1,5,4
6,2015-01-01 06:00:00+01:00,270.29200000000003,265.442,269.499,280.467,274.592,71,64,97,100,81,0,0,0,0,0,2,0,1,5,4
7,2015-01-01 07:00:00+01:00,270.29200000000003,265.442,270.94,280.467,274.592,71,64,95,100,81,0,0,0,0,0,2,0,1,5,4
8,2015-01-01 08:00:00+01:00,274.601,268.276,270.689,280.751,275.651,71,66,96,100,73,0,0,0,0,0,1,1,1,2,2
9,2015-01-01 09:00:00+01:00,274.601,268.276,271.707,280.751,275.651,71,66,95,100,73,0,0,0,0,0,1,1,1,2,2
10,2015-01-01 10:00:00+01:00,274.601,268.276,276.869,280.751,275.651,71,66,71,100,73,0,0,0,0,0,1,1,1,2,2
11,2015-01-01 11:00:00+01:00,284.824,281.574,276.5056875,283.249,285.074,55,61,78,100,68,0,0,0,0,0,1,1,1,2,4
12,2015-01-01 12:00:00+01:00,284.824,281.574,280.28634375,283.249,285.074,55,61,62,100,68,0,0,0,0,0,1,1,1,2,4
13,2015-01-01 13:00:00+01:00,284.824,281.574,278.7895,283.249,285.074,55,61,73,100,68,0,0,0,0,0,1,1,1,2,4
14,2015-01-01 14:00:00+01:00,285.05065625,282.53765625,284.32934375,283.8043125,286.034,52,47,48,57,60,0,0,0,0,0,1,1,1,3,4
15,2015-01-01 15:00:00+01:00,285.27734375,283.3083125,284.5916875,284.3166875,286.994,50,45,49,58,53,0,0,0,0,0,1,1,0,4,3
16,2015-01-01 16:00:00+01:00,281.024,277.958,280.1705,283.7205,283.5615,67,68,65,62,70,0,0,4,0,0,1,1,1,4,3
17,2015-01-01 17:00:00+01:00,282.744,280.769,281.994,284.6023125,285.98565625,58,58,62,62,54,0,0,2,0,0,1,1,0,5,3
18,2015-01-01 18:00:00+01:00,279.98400000000004,277.459,279.134,284.37565625,284.01734375,68,72,73,65,63,0,0,5,0,0,1,1,0,5,3
19,2015-01-01 19:00:00+01:00,277.8761875,274.9511875,279.235,284.17621875,282.0961875,69,55,72,83,68,0,0,16,0,0,1,1,1,4,3
20,2015-01-01 20:00:00+01:00,275.0075,271.5075,275.388,283.945,280.12,81,75,87,84,78,0,0,16,0,0,1,1,1,5,2
21,2015-01-01 21:00:00+01:00,272.791,268.866,274.502,283.741,278.191,84,63,90,100,84,0,0,24,0,0,1,1,1,4,2
22,2015-01-01 22:00:00+01:00,272.791,268.866,274.839,283.741,278.191,84,63,88,100,84,0,0,4,0,0,1,1,1,4,2
23,2015-01-01 23:00:00+01:00,271.22900000000004,267.129,273.5453125,282.779,276.529,82,64,92,100,83,0,0,21,0,0,1,1,1,2,2
24,2015-01-02 00:00:00+01:00,271.22900000000004,267.129,273.47465625,282.779,276.529,82,64,92,100,83,0,0,10,0,0,1,1,2,2,2
25,2015-01-02 01:00:00+01:00,271.22900000000004,267.129,272.5025,282.779,276.529,82,64,93,100,83,0,0,16,0,0,1,1,1,2,2
26,2015-01-02 02:00:00+01:00,270.664,266.389,272.73234375,281.8640000000001,276.314,82,64,93,100,85,0,0,0,0,0,1,1,1,2,3
27,2015-01-02 03:00:00+01:00,270.664,266.389,272.06065625,281.8640000000001,276.314,82,64,93,100,85,0,0,0,0,0,1,1,1,2,3
28,2015-01-02 04:00:00+01:00,270.664,266.389,272.093,281.8640000000001,276.314,82,64,94,100,85,0,0,10,0,0,1,1,1,2,3
29,2015-01-02 05:00:00+01:00,270.277,265.902,271.1866875,281.452,275.827,78,62,94,100,88,0,0,6,0,0,1,1,1,1,3
30,2015-01-02 06:00:00+01:00,270.277,265.902,270.98434375,281.452,275.827,78,62,95,100,88,0,0,13,0,0,1,1,1,1,3
31,2015-01-02 07:00:00+01:00,270.277,265.902,272.387,281.452,275.827,78,62,93,100,88,0,0,12,0,0,1,1,1,1,3
32,2015-01-02 08:00:00+01:00,274.43,268.83,271.64965625,282.505,277.705,70,67,95,100,85,0,0,21,0,0,2,1,1,1,3
33,2015-01-02 09:00:00+01:00,274.43,268.83,272.51734375,282.505,277.705,70,67,94,100,85,0,0,22,0,0,2,1,1,1,3
34,2015-01-02 10:00:00+01:00,274.43,268.83,277.76,282.505,277.705,70,67,72,100,85,0,0,20,0,0,2,1,1,1,3
35,2015-01-02 11:00:00+01:00,285.595,268.83,277.16934375,284.97,285.845,52,67,78,100,79,0,0,22,0,0,1,1,1,2,3
36,2015-01-02 12:00:00+01:00,286.3040000000001,276.084,280.9536875,285.379,285.845,44,57,64,74,79,0,0,21,0,0,1,1,1,2,3
37,2015-01-02 13:00:00+01:00,285.595,281.645,279.142,284.97,285.845,52,63,76,100,79,0,0,22,0,0,1,1,1,2,3
38,2015-01-02 14:00:00+01:00,287.2833125,284.14165625,284.79165625,286.0583125,286.3546875,37,47,52,50,74,0,0,20,0,0,1,1,1,2,3
39,2015-01-02 15:00:00+01:00,287.5536875,284.94534375,284.84534375,286.3286875,286.8643125,37,46,55,52,70,0,0,20,0,0,1,1,1,2,4
40,2015-01-02 16:00:00+01:00,282.42,279.8075,280.995,285.345,284.3735,54,64,69,74,81,0,16,20,6,0,1,1,1,2,3
41,2015-01-02 17:00:00+01:00,284.49165625,282.5916875,282.35,286.0333125,285.88334375,48,57,69,69,72,0,10,20,4,0,1,1,0,2,4
42,2015-01-02 18:00:00+01:00,281.15934375,279.4343125,279.801,285.4676875,284.39265625,59,68,79,84,78,0,21,20,8,0,1,1,1,2,3
43,2015-01-02 19:00:00+01:00,277.545,276.277,279.3805,284.902,282.695,81,79,75,100,78,0,32,10,12,0,1,1,1,2,3
44,2015-01-02 20:00:00+01:00,275.707,273.682,276.122,284.632,280.9945,75,74,90,100,86,0,20,13,38,0,1,1,1,2,3
45,2015-01-02 21:00:00+01:00,273.587,271.087,274.992,284.362,279.087,79,68,91,100,89,0,8,6,64,0,1,1,1,2,3
46,2015-01-02 22:00:00+01:00,273.587,271.087,275.08,284.362,279.087,79,68,92,100,89,0,8,10,64,0,1,1,1,2,3
47,2015-01-02 23:00:00+01:00,272.333,271.087,273.54400000000004,284.362,279.087,78,68,94,100,89,0,8,0,64,0,1,1,1,2,3
48,2015-01-03 00:00:00+01:00,272.333,269.9225,273.226,283.885,278.21,78,81,95,84,90,0,4,0,44,0,1,1,1,2,3
49,2015-01-03 01:00:00+01:00,272.333,268.758,273.335,283.408,277.333,78,64,93,100,87,0,0,4,24,0,1,1,1,3,3
50,2015-01-03 02:00:00+01:00,271.967,268.758,272.87465625,282.867,277.333,80,64,95,100,87,8,0,2,12,0,1,1,1,3,3
51,2015-01-03 03:00:00+01:00,271.967,267.742,272.84134375,282.867,276.217,80,61,95,100,85,8,0,5,12,0,1,1,1,3,2
52,2015-01-03 04:00:00+01:00,271.967,267.742,272.775,282.867,276.217,80,61,95,100,85,8,0,6,12,0,1,1,1,3,2
53,2015-01-03 05:00:00+01:00,271.969,267.742,272.75265625,282.867,276.217,80,61,94,100,85,12,0,9,12,0,2,1,1,3,2
54,2015-01-03 06:00:00+01:00,271.969,267.069,272.6973125,282.219,275.319,80,60,94,100,84,12,0,10,0,0,2,0,1,3,2
55,2015-01-03 07:00:00+01:00,271.969,267.069,273.4445,282.219,275.319,80,60,92,100,84,12,0,10,0,0,2,0,1,3,2
56,2015-01-03 08:00:00+01:00,275.827,267.069,273.1216875,282.219,275.319,78,60,93,100,84,0,0,12,0,0,2,0,1,3,2
57,2015-01-03 09:00:00+01:00,275.827,269.777,273.6013125,283.052,277.277,78,66,91,100,87,0,0,12,0,0,2,1,1,3,2
58,2015-01-03 10:00:00+01:00,275.827,269.777,278.3975,283.052,277.277,78,66,72,100,87,0,0,6,0,0,2,1,1,3,2
59,2015-01-03 11:00:00+01:00,287.968,282.043,277.4383125,286.043,285.243,51,68,76,100,88,0,0,8,0,0,2,2,1,2,2
60,2015-01-03 12:00:00+01:00,287.968,282.043,280.79565625,286.043,285.243,51,68,63,100,88,0,0,4,0,0,2,2,1,2,2
61,2015-01-03 13:00:00+01:00,287.968,282.043,279.60900000000004,286.043,285.243,51,68,74,100,88,0,0,6,0,0,2,2,1,2,2
62,2015-01-03 14:00:00+01:00,287.968,282.043,284.481,286.043,285.243,51,68,53,100,88,0,0,0,0,0,2,2,1,2,2
63,2015-01-03 15:00:00+01:00,290.323,285.737,284.809,287.148,287.973,51,59,56,97,77,0,0,0,0,0,2,1,1,2,3
64,2015-01-03 16:00:00+01:00,288.18425,283.36975,280.7105,286.8905,286.74675,55,66,70,88,79,0,0,0,0,0,2,1,1,1,3
65,2015-01-03 17:00:00+01:00,287.5973125,282.58065625,282.514,287.1306875,287.1973125,53,65,69,58,70,0,0,0,0,0,2,1,1,1,2
66,2015-01-03 18:00:00+01:00,284.6826875,279.42434375,279.891,286.62434375,285.13265625,60,77,80,60,78,0,0,0,0,0,2,1,0,1,2
67,2015-01-03 19:00:00+01:00,281.768,276.268,279.207,286.118,283.068,72,86,78,100,87,0,0,0,0,0,2,1,0,1,2
68,2015-01-03 20:00:00+01:00,277.502,271.252,275.93765625,285.152,278.652,79,70,93,100,87,0,0,0,0,0,2,1,0,2,1
69,2015-01-03 21:00:00+01:00,277.502,271.252,274.60734375,283.07,278.652,79,70,95,51,87,0,0,0,0,0,2,1,0,2,1
70,2015-01-03 22:00:00+01:00,277.502,271.252,274.7055,285.46,278.652,79,70,94,37,87,0,0,0,0,0,2,1,1,2,1
71,2015-01-03 23:00:00+01:00,276.168,269.643,272.899,285.65,276.018,78,66,97,35,80,0,0,0,0,0,2,0,0,2,1
72,2015-01-04 00:00:00+01:00,276.168,269.643,272.521,284.65,276.018,78,66,98,37,80,0,0,0,0,0,2,0,1,2,1
73,2015-01-04 01:00:00+01:00,276.168,269.643,272.986,285.35,276.018,78,66,98,37,80,0,0,10,0,0,2,0,0,1,1
74,2015-01-04 02:00:00+01:00,275.243,268.918,272.327,285.55,277.093,77,63,98,49,78,0,0,6,0,0,2,1,1,1,3
75,2015-01-04 03:00:00+01:00,275.243,268.918,272.511,285.66,277.093,77,63,98,52,78,0,0,13,0,0,2,1,1,2,3
76,2015-01-04 04:00:00+01:00,275.243,268.918,273.222,284.95,277.093,77,63,97,56,78,0,0,40,0,0,2,1,1,1,3
77,2015-01-04 05:00:00+01:00,274.779,268.47900000000004,273.23034375,284.55,277.85400000000004,75,65,97,60,87,0,0,40,0,0,2,1,1,1,4
78,2015-01-04 06:00:00+01:00,274.779,268.47900000000004,273.76565625,283.77,277.85400000000004,75,65,96,65,87,0,0,60,0,0,2,1,1,1,4
79,2015-01-04 07:00:00+01:00,274.779,268.47900000000004,275.2205,283.95,277.85400000000004,75,65,96,70,87,0,0,56,0,0,2,1,1,1,4
80,2015-01-04 08:00:00+01:00,277.761,268.47900000000004,275.44934375,284.15,278.761,74,65,94,73,84,0,0,84,0,0,1,1,1,2,3
81,2015-01-04 09:00:00+01:00,277.761,271.386,276.59765625,285.35,278.761,74,70,94,68,84,0,0,88,0,0,1,1,1,1,3
82,2015-01-04 10:00:00+01:00,277.761,271.386,278.079,287.95,278.761,74,70,92,61,84,0,0,86,0,0,1,1,1,1,3
83,2015-01-04 11:00:00+01:00,277.761,271.386,279.11634375,288.05,278.761,74,70,91,62,84,0,0,92,0,0,1,1,1,1,3
84,2015-01-04 12:00:00+01:00,288.936,283.886,280.48665625,289.35,286.936,57,68,90,65,82,0,0,92,0,0,1,1,1,2,2
85,2015-01-04 13:00:00+01:00,288.936,283.886,280.235,290.05,286.936,57,68,91,64,82,0,0,90,0,0,1,1,1,1,2
86,2015-01-04 14:00:00+01:00,289.305,285.8745,282.146,288.6785,288.214,55,54,89,65,77,0,0,90,6,0,1,1,1,2,1
87,2015-01-04 15:00:00+01:00,289.6740000000001,286.642,282.435,289.55,289.492,53,59,89,64,72,0,0,89,12,0,1,1,1,1,1
88,2015-01-04 16:00:00+01:00,289.742,286.642,280.65,289.36,289.492,57,59,93,68,72,0,0,68,12,0,1,1,1,0,1
89,2015-01-04 17:00:00+01:00,285.2135,282.3925,281.63034375,288.115,286.301,74,68,92,75,78,0,0,73,12,0,1,1,1,0,1
90,2015-01-04 18:00:00+01:00,280.685,278.143,280.53665625,286.87,283.11,92,78,95,83,84,0,0,58,12,0,2,1,0,1,1
91,2015-01-04 19:00:00+01:00,278.057,275.5735,279.4265,287.265,280.6695,89,75,94,86,81,0,0,56,6,0,1,1,1,1,1
92,2015-01-04 20:00:00+01:00,275.42900000000003,273.004,278.33834375,287.66,278.22900000000004,87,72,97,89,79,0,0,37,0,0,1,1,0,1,1
93,2015-01-04 21:00:00+01:00,275.42900000000003,273.004,277.2336875,286.2945,278.22900000000004,91,72,97,84,79,0,0,30,0,0,1,1,0,1,1
94,2015-01-04 22:00:00+01:00,275.42900000000003,273.004,276.938,286.85,278.22900000000004,87,72,98,89,79,0,0,32,0,0,1,1,0,1,1
95,2015-01-04 23:00:00+01:00,274.5185,271.258,275.56365625,284.87,276.133,91,67,98,84,77,0,0,22,0,0,1,1,0,3,1
96,2015-01-05 00:00:00+01:00,273.608,271.258,274.9983125,284.6015,276.133,86,81,98,78,87,0,0,21,0,0,1,1,0,2,1
97,2015-01-05 01:00:00+01:00,273.608,271.258,274.6235,284.25,276.133,86,67,99,69,77,0,0,12,0,0,1,1,0,1,1
98,2015-01-05 02:00:00+01:00,273.553,271.258,273.99465625,283.77,275.528,84,67,99,70,78,0,0,13,0,44,2,1,0,2,1
99,2015-01-05 03:00:00+01:00,273.553,270.453,273.55634375,282.65,275.528,84,65,99,81,78,0,0,6,0,44,2,1,0,1,1
100,2015-01-05 04:00:00+01:00,273.553,270.453,273.572,282.54,275.528,84,65,99,82,78,0,0,20,0,44,2,1,0,1,1
101,2015-01-05 05:00:00+01:00,273.61400000000003,270.453,272.98234375,282.35,279.439,84,65,99,82,87,0,0,6,0,92,1,1,0,1,1
102,2015-01-05 06:00:00+01:00,273.61400000000003,269.839,272.8466875,282.25,279.439,84,68,99,79,87,0,0,13,0,92,1,1,0,1,1
103,2015-01-05 07:00:00+01:00,273.61400000000003,269.839,273.528,282.65,279.439,84,68,98,83,87,0,0,18,0,92,1,1,0,1,1
104,2015-01-05 08:00:00+01:00,277.061,269.839,273.12,282.25,279.439,83,68,98,82,87,0,0,25,0,92,1,1,0,1,1
105,2015-01-05 09:00:00+01:00,277.061,272.211,273.529,282.95,281.711,83,73,97,76,92,0,12,30,0,92,1,1,0,1,1
106,2015-01-05 10:00:00+01:00,276.909,271.434,275.353,287.16,281.711,84,69,94,55,92,0,0,14,0,92,1,1,1,2,1
107,2015-01-05 11:00:00+01:00,286.983,272.211,275.29034375,288.26,281.711,68,73,94,53,92,0,12,26,0,92,1,1,1,2,1
108,2015-01-05 18:00:00+01:00,282.57734375,279.2606875,278.1273125,285.2856875,285.3523125,86,84,89,77,89,0,0,0,0,80,1,1,1,2,1
109,2015-01-05 19:00:00+01:00,278.664,274.4765,277.5205,285.34275,284.02025,84,69,87,79,91,0,0,4,9,83,1,1,1,4,1
110,2015-01-05 20:00:00+01:00,275.77,270.92,275.177,284.95,283.17,91,72,96,83,94,0,0,2,12,92,0,1,1,5,1
111,2015-01-05 21:00:00+01:00,275.77,270.92,274.136,285.36,283.17,91,72,97,86,94,0,0,5,12,92,0,1,0,1,1
112,2015-01-05 22:00:00+01:00,275.77,270.92,274.252,285.65,283.17,91,72,97,89,94,0,0,0,12,92,0,1,1,5,1
113,2015-01-06 00:00:00+01:00,274.011,270.003,272.82534375,284.96,282.753,86,70,98,87,94,0,0,5,34,92,1,1,0,5,1
114,2015-01-06 01:00:00+01:00,274.011,269.086,272.55565625,284.27,282.336,86,68,98,85,95,0,0,2,56,92,1,1,0,6,1
115,2015-01-06 02:00:00+01:00,273.142,269.086,272.393,284.15,282.336,86,68,98,83,95,0,0,14,56,92,1,1,0,1,1
116,2015-01-06 03:00:00+01:00,273.142,268.267,272.0876875,284.35,280.567,86,65,98,80,96,0,0,6,88,20,1,1,1,1,3
117,2015-01-06 04:00:00+01:00,273.142,268.267,271.88934375,284.65,280.567,86,65,98,73,96,0,0,13,88,20,1,1,0,1,3
118,2015-01-06 04:00:00+01:00,273.142,268.267,272.4215,282.87,280.567,86,65,98,82,96,0,0,16,88,20,1,1,1,1,3
119,2015-01-06 05:00:00+01:00,272.325,267.925,271.9796875,282.75,279.4,86,67,98,83,97,8,64,24,44,88,1,1,1,1,2
120,2015-01-06 06:00:00+01:00,272.325,267.925,272.26834375,283.04,279.4,86,67,98,84,97,8,64,28,44,88,1,1,1,1,2
121,2015-01-06 07:00:00+01:00,272.325,267.925,273.7895,282.85,279.4,86,67,94,75,97,8,64,48,44,88,1,1,1,1,2
122,2015-01-06 08:00:00+01:00,275.545,273.445,273.6673125,282.54,280.545,90,87,95,74,96,8,80,46,44,80,1,0,1,1,2
123,2015-01-06 09:00:00+01:00,275.545,273.445,274.7776875,284.26,280.545,90,87,92,65,96,8,80,61,44,80,1,0,1,1,2
124,2015-01-06 10:00:00+01:00,275.545,273.445,276.54,287.86,280.545,90,87,89,52,96,8,80,44,44,80,1,0,1,3,2
125,2015-01-06 11:00:00+01:00,285.676,273.445,277.433,286.76,280.545,68,87,86,53,96,0,80,69,44,80,1,0,1,1,2
126,2015-01-06 12:00:00+01:00,285.676,277.577,278.978,286.95,282.651,68,92,83,54,94,0,56,62,24,56,1,1,1,1,2
127,2015-01-06 13:00:00+01:00,286.4,278.588,279.2985,286.95,283.5875,66,88,82,59,91,0,28,48,12,28,1,1,1,1,2
128,2015-01-06 14:00:00+01:00,287.124,279.599,281.2516875,286.95,284.524,64,84,78,64,88,0,0,44,0,0,0,1,1,1,2
129,2015-01-06 15:00:00+01:00,287.124,279.599,281.98034375,286.75,284.4840000000001,64,84,77,67,86,0,0,32,0,68,0,1,0,1,2
130,2015-01-06 16:00:00+01:00,283.237,276.9485,279.0355,286.6,282.716,79,85,88,67,90,4,12,52,4,58,0,1,1,1,1
131,2015-01-06 17:00:00+01:00,279.35,274.298,280.9886875,286.45,280.948,94,87,83,68,94,8,24,29,8,48,1,1,0,0,1
132,2015-01-06 18:00:00+01:00,279.973,274.298,279.26834375,284.85,280.948,96,87,90,73,94,24,24,38,8,48,1,1,0,1,1
133,2015-01-06 19:00:00+01:00,278.3905,272.128,279.4585,284.35,279.5155,95,80,85,77,90,44,24,42,26,64,1,1,0,1,1
134,2015-01-06 20:00:00+01:00,276.808,269.958,277.1013125,283.85,278.083,94,74,96,81,87,64,24,53,44,80,1,1,0,1,2
135,2015-01-06 21:00:00+01:00,276.808,269.958,276.65465625,283.9,278.083,96,74,96,82,91,64,24,58,44,80,1,1,1,1,2
136,2015-01-06 22:00:00+01:00,278.16334375,269.958,275.9695,283.95,278.083,95,74,96,84,87,82,24,24,44,80,1,1,0,1,2
137,2015-01-06 23:00:00+01:00,278.841,268.791,275.6023125,284.15,276.766,96,70,95,82,90,92,8,42,44,76,1,1,1,1,1
138,2015-01-07 00:00:00+01:00,278.841,268.791,274.9966875,284.1,276.766,96,84,95,81,94,92,8,21,44,76,1,1,1,1,1
139,2015-01-07 01:00:00+01:00,278.841,268.791,274.5725,284.05,276.766,96,70,96,81,90,92,8,44,44,76,1,1,1,1,1
140,2015-01-07 02:00:00+01:00,279.626,267.626,273.90634375,283.75,276.301,99,65,96,81,86,88,0,8,44,12,1,1,1,1,2
141,2015-01-07 03:00:00+01:00,279.626,267.626,273.42165625,284.86,276.301,99,65,97,86,86,88,0,16,44,12,1,1,1,2,2
142,2015-01-07 04:00:00+01:00,279.626,267.626,273.8905,284.85,276.301,99,65,96,88,86,88,0,12,44,12,1,1,1,1,2
143,2015-01-07 05:00:00+01:00,278.987,267.626,273.088,283.17,275.712,96,65,97,80,86,48,0,24,44,32,2,1,1,1,2
144,2015-01-07 06:00:00+01:00,278.987,267.212,273.23900000000003,282.95,275.712,96,67,97,64,86,48,0,24,44,32,2,1,1,1,2
145,2015-01-07 07:00:00+01:00,278.987,267.212,273.451,282.75,275.712,96,67,95,74,86,48,0,12,44,32,2,1,1,1,2
146,2015-01-07 08:00:00+01:00,278.0316875,268.17965625,273.58165625,282.93,276.4213125,90,76,95,76,88,68,0,16,60,42,1,1,1,2,3
147,2015-01-07 09:00:00+01:00,278.77334375,269.14734375,273.77334375,283.11,277.1306875,86,86,94,79,91,80,0,8,76,53,2,1,1,3,3
148,2015-01-07 10:00:00+01:00,281.3868125,274.80559375,277.7615,284.97,280.875625,83,74,82,65,87,27,0,12,36,12,1,1,1,1,2
149,2015-01-07 11:00:00+01:00,281.8165,274.9915,276.68765625,284.87,281.079,79,87,85,70,91,50,0,0,62,32,1,1,1,2,3
150,2015-01-07 12:00:00+01:00,284.118,279.868,279.41034375,286.45,284.318,77,79,77,60,89,8,0,0,32,0,1,1,1,1,2
151,2015-01-07 13:00:00+01:00,284.3325,280.6825,278.883,285.9565,284.7575,75,74,78,64,83,8,0,0,44,0,1,1,1,1,2
152,2015-01-07 14:00:00+01:00,284.11334375,281.714,282.689,284.33065625,283.6306875,72,64,67,78,74,32,0,0,88,0,1,1,1,1,3
153,2015-01-07 15:00:00+01:00,284.5446875,282.42,283.245,284.4033125,284.85334375,72,63,65,78,71,20,0,0,84,0,1,1,1,1,3
154,2015-01-07 16:00:00+01:00,281.38,277.9555,279.8055,283.8305,282.1555,85,80,79,79,81,26,0,0,62,0,1,1,1,1,3
155,2015-01-07 17:00:00+01:00,283.01,280.385,281.69334375,284.11834375,284.685,80,72,72,78,74,8,0,0,64,0,1,1,1,0,3
156,2015-01-07 18:00:00+01:00,281.04400000000004,277.644,279.58565625,283.7606875,283.2940000000001,88,83,81,79,80,8,0,0,48,0,1,1,1,1,3
157,2015-01-07 19:00:00+01:00,280.3815,273.0895,279.01,284.6065,280.37075,87,67,77,79,83,26,0,0,20,0,1,1,1,1,3
158,2015-01-07 20:00:00+01:00,278.85,269.744,276.39165625,284.65,278.469,93,69,90,80,89,32,0,0,0,0,1,1,1,1,3
159,2015-01-07 21:00:00+01:00,278.25,269.744,275.30534375,284.75,278.469,94,69,91,81,89,32,0,0,0,0,1,1,1,1,3
160,2015-01-07 22:00:00+01:00,277.85,268.9015,275.231,284.65,277.814,94,68,94,82,88,50,0,0,0,0,1,1,1,1,3
161,2015-01-07 23:00:00+01:00,277.45,268.059,273.80734375,284.55,277.159,95,67,93,83,88,68,0,0,0,0,2,1,1,1,3
162,2015-01-08 00:00:00+01:00,279.85,268.059,273.39565625,284.55,277.159,94,67,95,83,88,68,0,0,0,0,2,1,1,1,3
163,2015-01-08 01:00:00+01:00,278.95,267.7175,273.145,284.35,276.905,94,67,94,85,87,46,0,6,0,0,1,1,1,2,3
164,2015-01-08 02:00:00+01:00,278.05,267.376,272.67965625,284.15,276.651,95,67,97,88,87,24,0,4,0,0,1,1,1,3,3
165,2015-01-08 03:00:00+01:00,277.25,267.376,272.37534375,283.85,276.651,95,67,97,88,87,24,0,8,0,0,1,1,1,3,3
166,2015-01-08 04:00:00+01:00,276.75,267.376,272.1165,283.85,276.651,95,67,97,89,87,24,0,0,0,0,1,1,1,1,3
167,2015-01-08 05:00:00+01:00,276.45,267.376,271.797,283.45,276.651,96,67,97,88,87,24,0,8,0,0,1,1,1,3,3
168,2015-01-08 06:00:00+01:00,276.05,266.774,271.523,283.35,276.524,95,66,97,87,88,0,0,4,0,0,1,1,1,1,3
169,2015-01-08 07:00:00+01:00,275.55,266.774,272.543,283.25,276.524,95,66,96,87,88,0,0,6,0,0,1,1,1,1,3
170,2015-01-08 08:00:00+01:00,275.15,266.774,271.8376875,283.04,276.524,95,66,97,86,88,0,0,0,0,0,1,1,1,1,3
171,2015-01-08 09:00:00+01:00,278.35,269.524,272.42634375,283.04,278.274,95,70,96,83,93,0,0,0,0,0,2,1,1,2,3
172,2015-01-08 10:00:00+01:00,282.05,269.524,276.5845,287.26,278.274,82,70,80,62,93,0,0,34,0,0,2,1,1,2,3
173,2015-01-08 11:00:00+01:00,284.25,269.524,275.98334375,287.66,278.274,68,70,85,55,93,0,0,22,0,0,2,1,1,2,3
174,2015-01-08 12:00:00+01:00,285.55,281.243,278.95165625,287.25,285.243,65,74,74,54,89,0,0,45,0,0,1,1,1,2,3
175,2015-01-08 13:00:00+01:00,286.85,281.243,277.9565,287.96,285.243,54,74,82,49,89,0,0,34,0,0,1,1,1,1,3
176,2015-01-08 14:00:00+01:00,287.75,283.599,282.246,288.35,286.949,52,64,65,48,79,0,32,68,0,0,1,1,1,1,5
177,2015-01-08 15:00:00+01:00,289.05,283.599,282.572,288.85,286.949,46,64,66,46,79,0,32,68,0,0,3,1,1,1,5
178,2015-01-08 16:00:00+01:00,286.675,281.52025,280.35200000000003,287.71475,286.37025,55,69,72,52,80,0,24,68,0,0,2,1,1,1,5
179,2015-01-08 17:00:00+01:00,283.982,281.51,281.5266875,285.35165625,287.22665625,69,65,72,67,74,0,0,68,0,0,1,1,1,2,4
180,2015-01-08 18:00:00+01:00,281.766,278.397,280.15534375,284.8303125,285.93034375,76,75,76,69,79,0,0,68,0,0,1,1,1,1,4
181,2015-01-08 19:00:00+01:00,279.55,275.284,280.0535,283.45,284.634,84,85,74,72,82,0,0,74,0,0,1,1,1,1,4
182,2015-01-08 20:00:00+01:00,278.85,270.334,278.259,283.65,281.23400000000004,84,69,80,69,91,0,0,72,0,0,6,1,1,0,4
183,2015-01-08 21:00:00+01:00,281.05,270.334,277.73400000000004,282.95,281.23400000000004,72,69,80,71,91,0,0,76,0,0,3,1,1,1,4
184,2015-01-08 22:00:00+01:00,280.25,270.334,277.089,282.54,281.23400000000004,79,69,83,71,91,0,0,38,0,0,6,1,1,0,4
185,2015-01-08 23:00:00+01:00,278.85,269.29400000000004,276.60400000000004,282.75,278.944,80,65,82,70,90,0,0,56,0,0,1,1,1,1,3
186,2015-01-09 00:00:00+01:00,277.75,269.29400000000004,275.999,283.55,278.944,82,65,84,62,90,0,0,32,0,0,1,1,1,1,3
187,2015-01-09 01:00:00+01:00,276.95,269.29400000000004,275.106,283.45,278.944,83,65,88,60,90,0,0,58,0,0,1,1,1,2,3
188,2015-01-09 02:00:00+01:00,277.45,269.248,274.597,283.15,278.148,77,69,90,52,86,0,0,17,0,0,1,1,0,2,3
189,2015-01-09 03:00:00+01:00,278.95,269.248,273.8,283.55,278.148,70,69,93,48,86,0,0,26,0,0,1,1,0,1,3
190,2015-01-09 04:00:00+01:00,277.05,269.248,273.9475,284.76,278.148,76,69,91,41,86,0,0,32,0,0,1,1,1,1,3
191,2015-01-09 05:00:00+01:00,277.0,269.495,272.83565625,282.0365,278.0325,76,79,97,63,90,0,0,42,0,0,1,1,1,1,3
192,2015-01-09 06:00:00+01:00,276.95,269.16200000000003,272.66834375,281.17,277.612,77,66,97,57,89,0,0,49,0,0,1,1,1,1,3
